p1,p2,p3,Gou_D1,Gou_D2,Gou_D3,BU_mix_0p3_D1,BU_mix_0p3_D2,BU_mix_0p3_D3
0.031034,0.113793,0.279310,0,0,0,1,0,0
0.031034,0.124138,0.000000,0,0,1,1,0,1
0.031034,0.124138,0.010345,0,0,1,1,0,1
0.031034,0.124138,0.020690,0,0,1,1,0,1
0.031034,0.124138,0.031034,0,0,0,1,0,1
0.031034,0.124138,0.041379,0,0,0,1,0,1
0.031034,0.124138,0.051724,0,0,0,1,0,0
0.031034,0.124138,0.062069,0,0,0,1,0,0
0.031034,0.124138,0.072414,0,0,0,1,0,0
0.031034,0.124138,0.082759,0,0,0,1,0,0
0.031034,0.124138,0.093103,0,0,0,1,0,0
0.031034,0.124138,0.103448,0,0,0,1,0,0
0.031034,0.124138,0.113793,0,0,0,1,0,0
0.031034,0.124138,0.124138,0,0,0,1,0,0
0.031034,0.124138,0.134483,0,0,0,1,0,0
0.031034,0.124138,0.144828,0,0,0,1,0,0
0.031034,0.124138,0.155172,0,0,0,1,0,0
0.031034,0.124138,0.165517,0,0,0,1,0,0
0.031034,0.124138,0.175862,0,0,0,1,0,0
0.031034,0.124138,0.186207,0,0,0,1,0,0
0.031034,0.124138,0.196552,0,0,0,1,0,0
0.031034,0.124138,0.206897,0,0,0,1,0,0
0.031034,0.124138,0.217241,0,0,0,1,0,0
0.031034,0.124138,0.227586,0,0,0,1,0,0
0.031034,0.124138,0.237931,0,0,0,1,0,0
0.031034,0.124138,0.248276,0,0,0,1,0,0
0.031034,0.124138,0.258621,0,0,0,1,0,0
0.031034,0.124138,0.268966,0,0,0,1,0,0
0.031034,0.124138,0.279310,0,0,0,1,0,0
0.031034,0.134483,0.000000,0,0,1,1,0,1
0.031034,0.134483,0.010345,0,0,1,1,0,1
0.031034,0.134483,0.020690,0,0,1,1,0,1
0.031034,0.134483,0.031034,0,0,0,1,0,1
0.031034,0.134483,0.041379,0,0,0,1,0,1
0.031034,0.134483,0.051724,0,0,0,1,0,0
0.031034,0.134483,0.062069,0,0,0,1,0,0
0.031034,0.134483,0.072414,0,0,0,1,0,0
0.031034,0.134483,0.082759,0,0,0,1,0,0
0.031034,0.134483,0.093103,0,0,0,1,0,0
0.031034,0.134483,0.103448,0,0,0,1,0,0
0.031034,0.134483,0.113793,0,0,0,1,0,0
0.031034,0.134483,0.124138,0,0,0,1,0,0
0.031034,0.134483,0.134483,0,0,0,1,0,0
0.031034,0.134483,0.144828,0,0,0,1,0,0
0.031034,0.134483,0.155172,0,0,0,1,0,0
0.031034,0.134483,0.165517,0,0,0,1,0,0
0.031034,0.134483,0.175862,0,0,0,1,0,0
0.031034,0.134483,0.186207,0,0,0,1,0,0
0.031034,0.134483,0.196552,0,0,0,1,0,0
0.031034,0.134483,0.206897,0,0,0,1,0,0
0.031034,0.134483,0.217241,0,0,0,1,0,0
0.031034,0.134483,0.227586,0,0,0,1,0,0
0.031034,0.134483,0.237931,0,0,0,1,0,0
0.031034,0.134483,0.248276,0,0,0,1,0,0
0.031034,0.134483,0.258621,0,0,0,1,0,0
0.031034,0.134483,0.268966,0,0,0,1,0,0
0.031034,0.134483,0.279310,0,0,0,1,0,0
0.031034,0.144828,0.000000,0,0,1,1,0,1
0.031034,0.144828,0.010345,0,0,1,1,0,1
0.031034,0.144828,0.020690,0,0,1,1,0,1
0.031034,0.144828,0.031034,0,0,0,1,0,1
0.031034,0.144828,0.041379,0,0,0,1,0,1
0.031034,0.144828,0.051724,0,0,0,1,0,0
0.031034,0.144828,0.062069,0,0,0,1,0,0
0.031034,0.144828,0.072414,0,0,0,1,0,0
0.031034,0.144828,0.082759,0,0,0,1,0,0
0.031034,0.144828,0.093103,0,0,0,1,0,0
0.031034,0.144828,0.103448,0,0,0,1,0,0
0.031034,0.144828,0.113793,0,0,0,1,0,0
0.031034,0.144828,0.124138,0,0,0,1,0,0
0.031034,0.144828,0.134483,0,0,0,1,0,0
0.031034,0.144828,0.144828,0,0,0,1,0,0
0.031034,0.144828,0.155172,0,0,0,1,0,0
0.031034,0.144828,0.165517,0,0,0,1,0,0
0.031034,0.144828,0.175862,0,0,0,1,0,0
0.031034,0.144828,0.186207,0,0,0,1,0,0
0.031034,0.144828,0.196552,0,0,0,1,0,0
0.031034,0.144828,0.206897,0,0,0,1,0,0
0.031034,0.144828,0.217241,0,0,0,1,0,0
0.031034,0.144828,0.227586,0,0,0,1,0,0
0.031034,0.144828,0.237931,0,0,0,1,0,0
0.031034,0.144828,0.248276,0,0,0,1,0,0
0.031034,0.144828,0.258621,0,0,0,1,0,0
0.031034,0.144828,0.268966,0,0,0,1,0,0
0.031034,0.144828,0.279310,0,0,0,1,0,0
0.031034,0.155172,0.000000,0,0,1,1,0,1
0.031034,0.155172,0.010345,0,0,1,1,0,1
0.031034,0.155172,0.020690,0,0,1,1,0,1
0.031034,0.155172,0.031034,0,0,0,1,0,1
0.031034,0.155172,0.041379,0,0,0,1,0,1
0.031034,0.155172,0.051724,0,0,0,1,0,0
0.031034,0.155172,0.062069,0,0,0,1,0,0
0.031034,0.155172,0.072414,0,0,0,1,0,0
0.031034,0.155172,0.082759,0,0,0,1,0,0
0.031034,0.155172,0.093103,0,0,0,1,0,0
0.031034,0.155172,0.103448,0,0,0,1,0,0
0.031034,0.155172,0.113793,0,0,0,1,0,0
0.031034,0.155172,0.124138,0,0,0,1,0,0
0.031034,0.155172,0.134483,0,0,0,1,0,0
0.031034,0.155172,0.144828,0,0,0,1,0,0
0.031034,0.155172,0.155172,0,0,0,1,0,0
0.031034,0.155172,0.165517,0,0,0,1,0,0
0.031034,0.155172,0.175862,0,0,0,1,0,0
0.031034,0.155172,0.186207,0,0,0,1,0,0
0.031034,0.155172,0.196552,0,0,0,1,0,0
0.031034,0.155172,0.206897,0,0,0,1,0,0
0.031034,0.155172,0.217241,0,0,0,1,0,0
0.031034,0.155172,0.227586,0,0,0,1,0,0
0.031034,0.155172,0.237931,0,0,0,1,0,0
0.031034,0.155172,0.248276,0,0,0,1,0,0
0.031034,0.155172,0.258621,0,0,0,1,0,0
0.031034,0.155172,0.268966,0,0,0,1,0,0
0.031034,0.155172,0.279310,0,0,0,1,0,0
0.031034,0.165517,0.000000,0,0,1,1,0,1
0.031034,0.165517,0.010345,0,0,1,1,0,1
0.031034,0.165517,0.020690,0,0,1,1,0,1
0.031034,0.165517,0.031034,0,0,0,1,0,1
0.031034,0.165517,0.041379,0,0,0,1,0,1
0.031034,0.165517,0.051724,0,0,0,1,0,0
0.031034,0.165517,0.062069,0,0,0,1,0,0
0.031034,0.165517,0.072414,0,0,0,1,0,0
0.031034,0.165517,0.082759,0,0,0,1,0,0
0.031034,0.165517,0.093103,0,0,0,1,0,0
0.031034,0.165517,0.103448,0,0,0,1,0,0
0.031034,0.165517,0.113793,0,0,0,1,0,0
0.031034,0.165517,0.124138,0,0,0,1,0,0
0.031034,0.165517,0.134483,0,0,0,1,0,0
0.031034,0.165517,0.144828,0,0,0,1,0,0
0.031034,0.165517,0.155172,0,0,0,1,0,0
0.031034,0.165517,0.165517,0,0,0,1,0,0
0.031034,0.165517,0.175862,0,0,0,1,0,0
0.031034,0.165517,0.186207,0,0,0,1,0,0
0.031034,0.165517,0.196552,0,0,0,1,0,0
0.031034,0.165517,0.206897,0,0,0,1,0,0
0.031034,0.165517,0.217241,0,0,0,1,0,0
0.031034,0.165517,0.227586,0,0,0,1,0,0
0.031034,0.165517,0.237931,0,0,0,1,0,0
0.031034,0.165517,0.248276,0,0,0,1,0,0
0.031034,0.165517,0.258621,0,0,0,1,0,0
0.031034,0.165517,0.268966,0,0,0,1,0,0
0.031034,0.165517,0.279310,0,0,0,1,0,0
0.031034,0.175862,0.000000,0,0,1,1,0,1
0.031034,0.175862,0.010345,0,0,1,1,0,1
0.031034,0.175862,0.020690,0,0,1,1,0,1
0.031034,0.175862,0.031034,0,0,0,1,0,1
0.031034,0.175862,0.041379,0,0,0,1,0,1
0.031034,0.175862,0.051724,0,0,0,1,0,0
0.031034,0.175862,0.062069,0,0,0,1,0,0
0.031034,0.175862,0.072414,0,0,0,1,0,0
0.031034,0.175862,0.082759,0,0,0,1,0,0
0.031034,0.175862,0.093103,0,0,0,1,0,0
0.031034,0.175862,0.103448,0,0,0,1,0,0
0.031034,0.175862,0.113793,0,0,0,1,0,0
0.031034,0.175862,0.124138,0,0,0,1,0,0
0.031034,0.175862,0.134483,0,0,0,1,0,0
0.031034,0.175862,0.144828,0,0,0,1,0,0
0.031034,0.175862,0.155172,0,0,0,1,0,0
0.031034,0.175862,0.165517,0,0,0,1,0,0
0.031034,0.175862,0.175862,0,0,0,1,0,0
0.031034,0.175862,0.186207,0,0,0,1,0,0
0.031034,0.175862,0.196552,0,0,0,1,0,0
0.031034,0.175862,0.206897,0,0,0,1,0,0
0.031034,0.175862,0.217241,0,0,0,1,0,0
0.031034,0.175862,0.227586,0,0,0,1,0,0
0.031034,0.175862,0.237931,0,0,0,1,0,0
0.031034,0.175862,0.248276,0,0,0,1,0,0
0.031034,0.175862,0.258621,0,0,0,1,0,0
0.031034,0.175862,0.268966,0,0,0,1,0,0
0.031034,0.175862,0.279310,0,0,0,1,0,0
0.031034,0.186207,0.000000,0,0,1,1,0,1
0.031034,0.186207,0.010345,0,0,1,1,0,1
0.031034,0.186207,0.020690,0,0,1,1,0,1
0.031034,0.186207,0.031034,0,0,0,1,0,1
0.031034,0.186207,0.041379,0,0,0,1,0,1
0.031034,0.186207,0.051724,0,0,0,1,0,0
0.031034,0.186207,0.062069,0,0,0,1,0,0
0.031034,0.186207,0.072414,0,0,0,1,0,0
0.031034,0.186207,0.082759,0,0,0,1,0,0
0.031034,0.186207,0.093103,0,0,0,1,0,0
0.031034,0.186207,0.103448,0,0,0,1,0,0
0.031034,0.186207,0.113793,0,0,0,1,0,0
0.031034,0.186207,0.124138,0,0,0,1,0,0
0.031034,0.186207,0.134483,0,0,0,1,0,0
0.031034,0.186207,0.144828,0,0,0,1,0,0
0.031034,0.186207,0.155172,0,0,0,1,0,0
0.031034,0.186207,0.165517,0,0,0,1,0,0
0.031034,0.186207,0.175862,0,0,0,1,0,0
0.031034,0.186207,0.186207,0,0,0,1,0,0
0.031034,0.186207,0.196552,0,0,0,1,0,0
0.031034,0.186207,0.206897,0,0,0,1,0,0
0.031034,0.186207,0.217241,0,0,0,1,0,0
0.031034,0.186207,0.227586,0,0,0,1,0,0
0.031034,0.186207,0.237931,0,0,0,1,0,0
0.031034,0.186207,0.248276,0,0,0,1,0,0
0.031034,0.186207,0.258621,0,0,0,1,0,0
0.031034,0.186207,0.268966,0,0,0,1,0,0
0.031034,0.186207,0.279310,0,0,0,1,0,0
0.031034,0.196552,0.000000,0,0,1,1,0,1
0.031034,0.196552,0.010345,0,0,1,1,0,1
0.031034,0.196552,0.020690,0,0,1,1,0,1
0.031034,0.196552,0.031034,0,0,0,1,0,1
0.031034,0.196552,0.041379,0,0,0,1,0,0
0.031034,0.196552,0.051724,0,0,0,1,0,0
0.031034,0.196552,0.062069,0,0,0,1,0,0
0.031034,0.196552,0.072414,0,0,0,1,0,0
0.031034,0.196552,0.082759,0,0,0,1,0,0
0.031034,0.196552,0.093103,0,0,0,1,0,0
0.031034,0.196552,0.103448,0,0,0,1,0,0
0.031034,0.196552,0.113793,0,0,0,1,0,0
0.031034,0.196552,0.124138,0,0,0,1,0,0
0.031034,0.196552,0.134483,0,0,0,1,0,0
0.031034,0.196552,0.144828,0,0,0,1,0,0
0.031034,0.196552,0.155172,0,0,0,1,0,0
0.031034,0.196552,0.165517,0,0,0,1,0,0
0.031034,0.196552,0.175862,0,0,0,1,0,0
0.031034,0.196552,0.186207,0,0,0,1,0,0
0.031034,0.196552,0.196552,0,0,0,1,0,0
0.031034,0.196552,0.206897,0,0,0,1,0,0
0.031034,0.196552,0.217241,0,0,0,1,0,0
0.031034,0.196552,0.227586,0,0,0,1,0,0
0.031034,0.196552,0.237931,0,0,0,1,0,0
0.031034,0.196552,0.248276,0,0,0,1,0,0
0.031034,0.196552,0.258621,0,0,0,1,0,0
0.031034,0.196552,0.268966,0,0,0,1,0,0
0.031034,0.196552,0.279310,0,0,0,1,0,0
0.031034,0.206897,0.000000,0,0,1,1,0,1
0.031034,0.206897,0.010345,0,0,1,1,0,1
0.031034,0.206897,0.020690,0,0,1,1,0,1
0.031034,0.206897,0.031034,0,0,0,1,0,1
0.031034,0.206897,0.041379,0,0,0,1,0,0
0.031034,0.206897,0.051724,0,0,0,1,0,0
0.031034,0.206897,0.062069,0,0,0,1,0,0
0.031034,0.206897,0.072414,0,0,0,1,0,0
0.031034,0.206897,0.082759,0,0,0,1,0,0
0.031034,0.206897,0.093103,0,0,0,1,0,0
0.031034,0.206897,0.103448,0,0,0,1,0,0
0.031034,0.206897,0.113793,0,0,0,1,0,0
0.031034,0.206897,0.124138,0,0,0,1,0,0
0.031034,0.206897,0.134483,0,0,0,1,0,0
0.031034,0.206897,0.144828,0,0,0,1,0,0
0.031034,0.206897,0.155172,0,0,0,1,0,0
0.031034,0.206897,0.165517,0,0,0,1,0,0
0.031034,0.206897,0.175862,0,0,0,1,0,0
0.031034,0.206897,0.186207,0,0,0,1,0,0
0.031034,0.206897,0.196552,0,0,0,1,0,0
0.031034,0.206897,0.206897,0,0,0,1,0,0
0.031034,0.206897,0.217241,0,0,0,1,0,0
0.031034,0.206897,0.227586,0,0,0,1,0,0
0.031034,0.206897,0.237931,0,0,0,1,0,0
0.031034,0.206897,0.248276,0,0,0,1,0,0
0.031034,0.206897,0.258621,0,0,0,1,0,0
0.031034,0.206897,0.268966,0,0,0,1,0,0
0.031034,0.206897,0.279310,0,0,0,1,0,0
0.031034,0.217241,0.000000,0,0,1,1,0,1
0.031034,0.217241,0.010345,0,0,1,1,0,1
0.031034,0.217241,0.020690,0,0,1,1,0,1
0.031034,0.217241,0.031034,0,0,0,1,0,1
0.031034,0.217241,0.041379,0,0,0,1,0,0
0.031034,0.217241,0.051724,0,0,0,1,0,0
0.031034,0.217241,0.062069,0,0,0,1,0,0
0.031034,0.217241,0.072414,0,0,0,1,0,0
0.031034,0.217241,0.082759,0,0,0,1,0,0
0.031034,0.217241,0.093103,0,0,0,1,0,0
0.031034,0.217241,0.103448,0,0,0,1,0,0
0.031034,0.217241,0.113793,0,0,0,1,0,0
0.031034,0.217241,0.124138,0,0,0,1,0,0
0.031034,0.217241,0.134483,0,0,0,1,0,0
0.031034,0.217241,0.144828,0,0,0,1,0,0
0.031034,0.217241,0.155172,0,0,0,1,0,0
0.031034,0.217241,0.165517,0,0,0,1,0,0
0.031034,0.217241,0.175862,0,0,0,1,0,0
0.031034,0.217241,0.186207,0,0,0,1,0,0
0.031034,0.217241,0.196552,0,0,0,1,0,0
0.031034,0.217241,0.206897,0,0,0,1,0,0
0.031034,0.217241,0.217241,0,0,0,1,0,0
0.031034,0.217241,0.227586,0,0,0,1,0,0
0.031034,0.217241,0.237931,0,0,0,1,0,0
0.031034,0.217241,0.248276,0,0,0,1,0,0
0.031034,0.217241,0.258621,0,0,0,1,0,0
0.031034,0.217241,0.268966,0,0,0,1,0,0
0.031034,0.217241,0.279310,0,0,0,1,0,0
0.031034,0.227586,0.000000,0,0,1,1,0,1
0.031034,0.227586,0.010345,0,0,1,1,0,1
0.031034,0.227586,0.020690,0,0,1,1,0,1
0.031034,0.227586,0.031034,0,0,0,1,0,1
0.031034,0.227586,0.041379,0,0,0,1,0,0
0.031034,0.227586,0.051724,0,0,0,1,0,0
0.031034,0.227586,0.062069,0,0,0,1,0,0
0.031034,0.227586,0.072414,0,0,0,1,0,0
0.031034,0.227586,0.082759,0,0,0,1,0,0
0.031034,0.227586,0.093103,0,0,0,1,0,0
0.031034,0.227586,0.103448,0,0,0,1,0,0
0.031034,0.227586,0.113793,0,0,0,1,0,0
0.031034,0.227586,0.124138,0,0,0,1,0,0
0.031034,0.227586,0.134483,0,0,0,1,0,0
0.031034,0.227586,0.144828,0,0,0,1,0,0
0.031034,0.227586,0.155172,0,0,0,1,0,0
0.031034,0.227586,0.165517,0,0,0,1,0,0
0.031034,0.227586,0.175862,0,0,0,1,0,0
0.031034,0.227586,0.186207,0,0,0,1,0,0
0.031034,0.227586,0.196552,0,0,0,1,0,0
0.031034,0.227586,0.206897,0,0,0,1,0,0
0.031034,0.227586,0.217241,0,0,0,1,0,0
0.031034,0.227586,0.227586,0,0,0,1,0,0
0.031034,0.227586,0.237931,0,0,0,1,0,0
0.031034,0.227586,0.248276,0,0,0,1,0,0
0.031034,0.227586,0.258621,0,0,0,1,0,0
0.031034,0.227586,0.268966,0,0,0,1,0,0
0.031034,0.227586,0.279310,0,0,0,1,0,0
0.031034,0.237931,0.000000,0,0,1,1,0,1
0.031034,0.237931,0.010345,0,0,1,1,0,1
0.031034,0.237931,0.020690,0,0,1,1,0,1
0.031034,0.237931,0.031034,0,0,0,1,0,1
0.031034,0.237931,0.041379,0,0,0,1,0,0
0.031034,0.237931,0.051724,0,0,0,1,0,0
0.031034,0.237931,0.062069,0,0,0,1,0,0
0.031034,0.237931,0.072414,0,0,0,1,0,0
0.031034,0.237931,0.082759,0,0,0,1,0,0
0.031034,0.237931,0.093103,0,0,0,1,0,0
0.031034,0.237931,0.103448,0,0,0,1,0,0
0.031034,0.237931,0.113793,0,0,0,1,0,0
0.031034,0.237931,0.124138,0,0,0,1,0,0
0.031034,0.237931,0.134483,0,0,0,1,0,0
0.031034,0.237931,0.144828,0,0,0,1,0,0
0.031034,0.237931,0.155172,0,0,0,1,0,0
0.031034,0.237931,0.165517,0,0,0,1,0,0
0.031034,0.237931,0.175862,0,0,0,1,0,0
0.031034,0.237931,0.186207,0,0,0,1,0,0
0.031034,0.237931,0.196552,0,0,0,1,0,0
0.031034,0.237931,0.206897,0,0,0,1,0,0
0.031034,0.237931,0.217241,0,0,0,1,0,0
0.031034,0.237931,0.227586,0,0,0,1,0,0
0.031034,0.237931,0.237931,0,0,0,1,0,0
0.031034,0.237931,0.248276,0,0,0,1,0,0
0.031034,0.237931,0.258621,0,0,0,1,0,0
0.031034,0.237931,0.268966,0,0,0,1,0,0
0.031034,0.237931,0.279310,0,0,0,1,0,0
0.031034,0.248276,0.000000,0,0,1,1,0,1
0.031034,0.248276,0.010345,0,0,1,1,0,1
0.031034,0.248276,0.020690,0,0,1,1,0,1
0.031034,0.248276,0.031034,0,0,0,1,0,1
0.031034,0.248276,0.041379,0,0,0,1,0,0
0.031034,0.248276,0.051724,0,0,0,1,0,0
0.031034,0.248276,0.062069,0,0,0,1,0,0
0.031034,0.248276,0.072414,0,0,0,1,0,0
0.031034,0.248276,0.082759,0,0,0,1,0,0
0.031034,0.248276,0.093103,0,0,0,1,0,0
0.031034,0.248276,0.103448,0,0,0,1,0,0
0.031034,0.248276,0.113793,0,0,0,1,0,0
0.031034,0.248276,0.124138,0,0,0,1,0,0
0.031034,0.248276,0.134483,0,0,0,1,0,0
0.031034,0.248276,0.144828,0,0,0,1,0,0
0.031034,0.248276,0.155172,0,0,0,1,0,0
0.031034,0.248276,0.165517,0,0,0,1,0,0
0.031034,0.248276,0.175862,0,0,0,1,0,0
0.031034,0.248276,0.186207,0,0,0,1,0,0
0.031034,0.248276,0.196552,0,0,0,1,0,0
0.031034,0.248276,0.206897,0,0,0,1,0,0
0.031034,0.248276,0.217241,0,0,0,1,0,0
0.031034,0.248276,0.227586,0,0,0,1,0,0
0.031034,0.248276,0.237931,0,0,0,1,0,0
0.031034,0.248276,0.248276,0,0,0,1,0,0
0.031034,0.248276,0.258621,0,0,0,1,0,0
0.031034,0.248276,0.268966,0,0,0,1,0,0
0.031034,0.248276,0.279310,0,0,0,1,0,0
0.031034,0.258621,0.000000,0,0,1,1,0,1
0.031034,0.258621,0.010345,0,0,1,1,0,1
0.031034,0.258621,0.020690,0,0,1,1,0,1
0.031034,0.258621,0.031034,0,0,0,1,0,1
0.031034,0.258621,0.041379,0,0,0,1,0,0
0.031034,0.258621,0.051724,0,0,0,1,0,0
0.031034,0.258621,0.062069,0,0,0,1,0,0
0.031034,0.258621,0.072414,0,0,0,1,0,0
0.031034,0.258621,0.082759,0,0,0,1,0,0
0.031034,0.258621,0.093103,0,0,0,1,0,0
0.031034,0.258621,0.103448,0,0,0,1,0,0
0.031034,0.258621,0.113793,0,0,0,1,0,0
0.031034,0.258621,0.124138,0,0,0,1,0,0
0.031034,0.258621,0.134483,0,0,0,1,0,0
0.031034,0.258621,0.144828,0,0,0,1,0,0
0.031034,0.258621,0.155172,0,0,0,1,0,0
0.031034,0.258621,0.165517,0,0,0,1,0,0
0.031034,0.258621,0.175862,0,0,0,1,0,0
0.031034,0.258621,0.186207,0,0,0,1,0,0
0.031034,0.258621,0.196552,0,0,0,1,0,0
0.031034,0.258621,0.206897,0,0,0,1,0,0
0.031034,0.258621,0.217241,0,0,0,1,0,0
0.031034,0.258621,0.227586,0,0,0,1,0,0
0.031034,0.258621,0.237931,0,0,0,1,0,0
0.031034,0.258621,0.248276,0,0,0,1,0,0
0.031034,0.258621,0.258621,0,0,0,1,0,0
0.031034,0.258621,0.268966,0,0,0,1,0,0
0.031034,0.258621,0.279310,0,0,0,1,0,0
0.031034,0.268966,0.000000,0,0,1,1,0,1
0.031034,0.268966,0.010345,0,0,1,1,0,1
0.031034,0.268966,0.020690,0,0,1,1,0,1
0.031034,0.268966,0.031034,0,0,0,1,0,1
0.031034,0.268966,0.041379,0,0,0,1,0,0
0.031034,0.268966,0.051724,0,0,0,1,0,0
0.031034,0.268966,0.062069,0,0,0,1,0,0
0.031034,0.268966,0.072414,0,0,0,1,0,0
0.031034,0.268966,0.082759,0,0,0,1,0,0
0.031034,0.268966,0.093103,0,0,0,1,0,0
0.031034,0.268966,0.103448,0,0,0,1,0,0
0.031034,0.268966,0.113793,0,0,0,1,0,0
0.031034,0.268966,0.124138,0,0,0,1,0,0
0.031034,0.268966,0.134483,0,0,0,1,0,0
0.031034,0.268966,0.144828,0,0,0,1,0,0
0.031034,0.268966,0.155172,0,0,0,1,0,0
0.031034,0.268966,0.165517,0,0,0,1,0,0
0.031034,0.268966,0.175862,0,0,0,1,0,0
0.031034,0.268966,0.186207,0,0,0,1,0,0
0.031034,0.268966,0.196552,0,0,0,1,0,0
0.031034,0.268966,0.206897,0,0,0,1,0,0
0.031034,0.268966,0.217241,0,0,0,1,0,0
0.031034,0.268966,0.227586,0,0,0,1,0,0
0.031034,0.268966,0.237931,0,0,0,1,0,0
0.031034,0.268966,0.248276,0,0,0,1,0,0
0.031034,0.268966,0.258621,0,0,0,1,0,0
0.031034,0.268966,0.268966,0,0,0,1,0,0
0.031034,0.268966,0.279310,0,0,0,1,0,0
0.031034,0.279310,0.000000,0,0,1,1,0,1
0.031034,0.279310,0.010345,0,0,1,1,0,1
0.031034,0.279310,0.020690,0,0,1,1,0,1
0.031034,0.279310,0.031034,0,0,0,1,0,1
0.031034,0.279310,0.041379,0,0,0,1,0,0
0.031034,0.279310,0.051724,0,0,0,1,0,0
0.031034,0.279310,0.062069,0,0,0,1,0,0
0.031034,0.279310,0.072414,0,0,0,1,0,0
0.031034,0.279310,0.082759,0,0,0,1,0,0
0.031034,0.279310,0.093103,0,0,0,1,0,0
0.031034,0.279310,0.103448,0,0,0,1,0,0
0.031034,0.279310,0.113793,0,0,0,1,0,0
0.031034,0.279310,0.124138,0,0,0,1,0,0
0.031034,0.279310,0.134483,0,0,0,1,0,0
0.031034,0.279310,0.144828,0,0,0,1,0,0
0.031034,0.279310,0.155172,0,0,0,1,0,0
0.031034,0.279310,0.165517,0,0,0,1,0,0
0.031034,0.279310,0.175862,0,0,0,1,0,0
0.031034,0.279310,0.186207,0,0,0,1,0,0
0.031034,0.279310,0.196552,0,0,0,1,0,0
0.031034,0.279310,0.206897,0,0,0,1,0,0
0.031034,0.279310,0.217241,0,0,0,1,0,0
0.031034,0.279310,0.227586,0,0,0,1,0,0
0.031034,0.279310,0.237931,0,0,0,1,0,0
0.031034,0.279310,0.248276,0,0,0,1,0,0
0.031034,0.279310,0.258621,0,0,0,1,0,0
0.031034,0.279310,0.268966,0,0,0,1,0,0
0.031034,0.279310,0.279310,0,0,0,1,0,0
0.041379,0.000000,0.051724,0,1,0,1,1,0
0.041379,0.000000,0.062069,0,1,0,1,1,0
0.041379,0.000000,0.072414,0,1,0,1,1,0
0.041379,0.000000,0.082759,0,1,0,1,1,0
0.041379,0.000000,0.093103,0,1,0,1,1,0
0.041379,0.000000,0.103448,0,1,0,1,1,0
0.041379,0.000000,0.113793,0,1,0,1,1,0
0.041379,0.000000,0.124138,0,1,0,1,1,0
0.041379,0.000000,0.134483,0,1,0,1,1,0
0.041379,0.000000,0.144828,0,1,0,1,1,0
0.041379,0.000000,0.155172,0,1,0,1,1,0
0.041379,0.000000,0.165517,0,1,0,1,1,0
0.041379,0.000000,0.175862,0,1,0,1,1,0
0.041379,0.000000,0.186207,0,1,0,1,1,0
0.041379,0.010345,0.051724,0,1,0,1,1,0
0.041379,0.010345,0.062069,0,1,0,1,1,0
0.041379,0.010345,0.072414,0,1,0,1,1,0
0.041379,0.010345,0.082759,0,1,0,1,1,0
0.041379,0.010345,0.093103,0,1,0,1,1,0
0.041379,0.010345,0.103448,0,1,0,1,1,0
0.041379,0.010345,0.113793,0,1,0,1,1,0
0.041379,0.010345,0.124138,0,1,0,1,1,0
0.041379,0.010345,0.134483,0,1,0,1,1,0
0.041379,0.010345,0.144828,0,1,0,1,1,0
0.041379,0.010345,0.155172,0,1,0,1,1,0
0.041379,0.010345,0.165517,0,1,0,1,1,0
0.041379,0.010345,0.175862,0,1,0,1,1,0
0.041379,0.010345,0.186207,0,1,0,1,1,0
0.041379,0.020690,0.051724,0,0,0,1,1,0
0.041379,0.020690,0.062069,0,0,0,1,1,0
0.041379,0.020690,0.072414,0,0,0,1,1,0
0.041379,0.020690,0.082759,0,0,0,1,1,0
0.041379,0.020690,0.093103,0,0,0,1,1,0
0.041379,0.020690,0.103448,0,0,0,1,1,0
0.041379,0.020690,0.113793,0,0,0,1,1,0
0.041379,0.020690,0.124138,0,0,0,1,1,0
0.041379,0.020690,0.134483,0,0,0,1,1,0
0.041379,0.020690,0.144828,0,0,0,1,1,0
0.041379,0.020690,0.155172,0,0,0,1,1,0
0.041379,0.020690,0.165517,0,0,0,1,1,0
0.041379,0.020690,0.175862,0,0,0,1,1,0
0.041379,0.020690,0.186207,0,0,0,1,1,0
0.041379,0.020690,0.196552,0,0,0,0,1,0
0.041379,0.020690,0.206897,0,0,0,0,1,0
0.041379,0.020690,0.217241,0,0,0,0,1,0
0.041379,0.020690,0.227586,0,0,0,0,1,0
0.041379,0.020690,0.237931,0,0,0,0,1,0
0.041379,0.020690,0.248276,0,0,0,0,1,0
0.041379,0.020690,0.258621,0,0,0,0,1,0
0.041379,0.020690,0.268966,0,0,0,0,1,0
0.041379,0.020690,0.279310,0,0,0,0,1,0
0.041379,0.020690,0.289655,0,0,0,0,1,0
0.041379,0.020690,0.300000,0,0,0,0,1,0
0.041379,0.031034,0.051724,0,0,0,1,1,0
0.041379,0.031034,0.062069,0,0,0,1,1,0
0.041379,0.031034,0.072414,0,0,0,1,1,0
0.041379,0.031034,0.082759,0,0,0,1,1,0
0.041379,0.031034,0.093103,0,0,0,1,1,0
0.041379,0.031034,0.103448,0,0,0,1,1,0
0.041379,0.031034,0.113793,0,0,0,1,1,0
0.041379,0.031034,0.124138,0,0,0,1,1,0
0.041379,0.031034,0.134483,0,0,0,1,1,0
0.041379,0.031034,0.144828,0,0,0,1,1,0
0.041379,0.031034,0.155172,0,0,0,1,1,0
0.041379,0.031034,0.165517,0,0,0,1,1,0
0.041379,0.031034,0.175862,0,0,0,1,1,0
